120920-bin34|PROKKA_MOD_01516	2.4.1.250
120920-bin34|PROKKA_MOD_01518	5.4.2.1
120920-bin34|PROKKA_MOD_01519	1.1.1.23
120920-bin34|PROKKA_MOD_01521	1.1.1.23
120920-bin34|PROKKA_MOD_01525	2.1.2.9
120920-bin34|PROKKA_MOD_01526	3.5.1.88
120920-bin34|PROKKA_MOD_01527	2.5.1.72
120920-bin34|PROKKA_MOD_01530	2.1.1.163
120920-bin34|PROKKA_MOD_01534	4.2.1.20
120920-bin34|PROKKA_MOD_01535	1.1.1.267
120920-bin34|PROKKA_MOD_01536	2.6.1.19
120920-bin34|PROKKA_MOD_01537	2.4.2.19
120920-bin34|PROKKA_MOD_01538	2.7.1.33
120920-bin34|PROKKA_MOD_01539	2.7.1.33
120920-bin34|PROKKA_MOD_01540	2.4.2.19
120920-bin34|PROKKA_MOD_01546	2.7.7.53
120920-bin34|PROKKA_MOD_01547	6.1.1.3
120920-bin34|PROKKA_MOD_01548	1.15.1.1
120920-bin34|PROKKA_MOD_01551	1.18.1.2
120920-bin34|PROKKA_MOD_01553	2.7.7.4
120920-bin34|PROKKA_MOD_01555	1.6.99.3
120920-bin34|PROKKA_MOD_01559	3.4.24.-
120920-bin41|PROKKA_MOD_00001	3.6.3.19
120920-bin41|PROKKA_MOD_00014	1.4.1.1
120920-bin41|PROKKA_MOD_00020	4.1.1.20
120920-bin41|PROKKA_MOD_00026	1.14.13.-
120920-bin41|PROKKA_MOD_00028	3.6.3.30
120920-bin41|PROKKA_MOD_00032	3.4.11.10
120920-bin41|PROKKA_MOD_00034	2.5.1.18
120920-bin41|PROKKA_MOD_00037	1.2.1.83
120920-bin41|PROKKA_MOD_00039	3.6.3.-
120920-bin41|PROKKA_MOD_00040	1.8.-.-
120920-bin41|PROKKA_MOD_00041	2.6.1.1
120920-bin41|PROKKA_MOD_00042	1.18.1.2
120920-bin41|PROKKA_MOD_00045	3.1.3.25
120920-bin41|PROKKA_MOD_00046	1.-.-.-
120920-bin41|PROKKA_MOD_00047	1.-.-.-
120920-bin41|PROKKA_MOD_00049	3.1.1.1
120920-bin41|PROKKA_MOD_00050	1.1.1.1
120920-bin41|PROKKA_MOD_00051	1.1.1.30
120920-bin41|PROKKA_MOD_00055	2.1.2.1
120920-bin41|PROKKA_MOD_00069	3.6.3.32
120920-bin41|PROKKA_MOD_00073	5.2.1.8
120920-bin41|PROKKA_MOD_00074	4.2.1.135
120920-bin41|PROKKA_MOD_00075	2.7.8.33
120920-bin41|PROKKA_MOD_00077	4.1.1.23
120920-bin41|PROKKA_MOD_00081	2.8.1.1
120920-bin41|PROKKA_MOD_00083	4.1.1.31
120920-bin41|PROKKA_MOD_00086	3.4.11.5
120920-bin41|PROKKA_MOD_00087	2.6.1.81
120920-bin41|PROKKA_MOD_00088	1.8.4.11
120920-bin41|PROKKA_MOD_00090	2.3.1.9
120920-bin41|PROKKA_MOD_00092	3.5.1.97
120920-bin41|PROKKA_MOD_00096	4.1.3.41
120920-bin41|PROKKA_MOD_00097	1.1.2.-
120920-bin41|PROKKA_MOD_00099	1.4.1.18
120920-bin41|PROKKA_MOD_00100	4.1.1.-
120920-bin41|PROKKA_MOD_00101	3.5.3.11
120920-bin41|PROKKA_MOD_00105	1.1.5.2
120920-bin41|PROKKA_MOD_00110	2.7.4.6
120920-bin41|PROKKA_MOD_00111	2.1.1.-
120920-bin41|PROKKA_MOD_00114	1.17.7.1
120920-bin41|PROKKA_MOD_00115	6.1.1.21
120920-bin41|PROKKA_MOD_00121	3.6.4.-
120920-bin41|PROKKA_MOD_00123	3.4.25.2
120920-bin41|PROKKA_MOD_00126	2.1.1.163
120920-bin41|PROKKA_MOD_00129	3.4.21.53
120920-bin41|PROKKA_MOD_00130	3.4.17.11
120920-bin41|PROKKA_MOD_00131	3.6.3.-
120920-bin41|PROKKA_MOD_00134	3.5.4.-
120920-bin41|PROKKA_MOD_00136	2.1.1.264
120920-bin41|PROKKA_MOD_00142	6.1.1.20
120920-bin41|PROKKA_MOD_00143	6.1.1.20
120920-bin41|PROKKA_MOD_00148	3.1.1.-
120920-bin41|PROKKA_MOD_00154	2.7.8.-
120920-bin41|PROKKA_MOD_00179	3.1.3.-
120920-bin41|PROKKA_MOD_00181	1.1.1.94
120920-bin41|PROKKA_MOD_00182	1.6.99.5
120920-bin41|PROKKA_MOD_00183	1.6.99.5
120920-bin41|PROKKA_MOD_00184	1.6.99.5
120920-bin41|PROKKA_MOD_00186	1.6.99.5
120920-bin41|PROKKA_MOD_00187	1.6.99.5
120920-bin41|PROKKA_MOD_00188	3.1.3.-
120920-bin41|PROKKA_MOD_00189	6.1.1.14
120920-bin41|PROKKA_MOD_00190	6.1.1.14
120920-bin41|PROKKA_MOD_00191	2.3.1.-
120920-bin41|PROKKA_MOD_00195	2.1.1.176
120920-bin41|PROKKA_MOD_00196	1.6.99.5
120920-bin41|PROKKA_MOD_00197	1.6.99.5
120920-bin41|PROKKA_MOD_00198	1.6.99.5
120920-bin41|PROKKA_MOD_00199	1.6.99.5
120920-bin41|PROKKA_MOD_00200	1.6.99.5
120920-bin41|PROKKA_MOD_00201	1.6.5.-
120920-bin41|PROKKA_MOD_00203	1.6.1.1
120920-bin41|PROKKA_MOD_00206	1.1.1.311
120920-bin41|PROKKA_MOD_00207	6.2.1.3
120920-bin41|PROKKA_MOD_00208	2.8.3.16
120920-bin41|PROKKA_MOD_00209	1.3.99.-
120920-bin41|PROKKA_MOD_00213	2.2.1.6
120920-bin41|PROKKA_MOD_00216	3.1.2.-
120920-bin41|PROKKA_MOD_00218	2.3.1.183
120920-bin41|PROKKA_MOD_00221	1.10.3.-
120920-bin41|PROKKA_MOD_00222	2.7.7.4
120920-bin41|PROKKA_MOD_00225	3.4.21.107
120920-bin41|PROKKA_MOD_00226	1.1.1.23
120920-bin41|PROKKA_MOD_00227	2.7.13.3
120920-bin41|PROKKA_MOD_00228	2.3.1.30
120920-bin41|PROKKA_MOD_00236	4.1.3.30
120920-bin41|PROKKA_MOD_00237	2.3.3.5
120920-bin41|PROKKA_MOD_00238	4.2.1.79
120920-bin41|PROKKA_MOD_00243	1.16.1.1
120920-bin41|PROKKA_MOD_00245	6.3.2.2
120920-bin41|PROKKA_MOD_00247	3.1.3.5
120920-bin41|PROKKA_MOD_00248	3.1.3.7
120920-bin41|PROKKA_MOD_00257	3.5.1.1
120920-bin41|PROKKA_MOD_00260	1.1.99.22
120920-bin41|PROKKA_MOD_00262	6.3.2.-
120920-bin41|PROKKA_MOD_00264	3.4.11.-
120920-bin41|PROKKA_MOD_00265	4.3.1.19
120920-bin41|PROKKA_MOD_00268	3.4.15.5
120920-bin41|PROKKA_MOD_00269	2.7.7.7
120920-bin41|PROKKA_MOD_00271	6.1.1.4
120920-bin41|PROKKA_MOD_00273	3.5.2.12
120920-bin41|PROKKA_MOD_00275	1.17.1.4
120920-bin41|PROKKA_MOD_00276	2.1.1.63
120920-bin41|PROKKA_MOD_00277	3.2.2.21
120920-bin41|PROKKA_MOD_00278	1.1.2.6
120920-bin41|PROKKA_MOD_00282	3.6.3.17
120920-bin41|PROKKA_MOD_00283	3.1.6.1
120920-bin41|PROKKA_MOD_00285	1.1.5.8
120920-bin41|PROKKA_MOD_00286	1.1.5.8
120920-bin41|PROKKA_MOD_00288	3.1.1.3
120920-bin41|PROKKA_MOD_00295	3.5.1.-
120920-bin41|PROKKA_MOD_00301	1.14.13.107
120920-bin41|PROKKA_MOD_00302	3.1.1.-
120920-bin41|PROKKA_MOD_00304	3.4.24.-
120920-bin41|PROKKA_MOD_00305	1.1.1.267
120920-bin41|PROKKA_MOD_00306	2.7.7.41
120920-bin41|PROKKA_MOD_00307	2.5.1.31
120920-bin41|PROKKA_MOD_00309	2.7.4.22
120920-bin41|PROKKA_MOD_00315	3.1.1.29
120920-bin41|PROKKA_MOD_00317	2.3.1.16
120920-bin41|PROKKA_MOD_00324	2.5.1.78
120920-bin41|PROKKA_MOD_00326	2.7.4.16
120920-bin41|PROKKA_MOD_00327	3.1.3.27
120920-bin41|PROKKA_MOD_00328	3.5.4.25
120920-bin41|PROKKA_MOD_00329	3.1.3.3
120920-bin41|PROKKA_MOD_00331	2.5.1.17
120920-bin41|PROKKA_MOD_00334	1.4.3.5
120920-bin41|PROKKA_MOD_00335	2.7.1.11
120920-bin41|PROKKA_MOD_00336	4.1.1.-
120920-bin41|PROKKA_MOD_00337	1.1.1.69
120920-bin41|PROKKA_MOD_00338	3.6.4.13
120920-bin41|PROKKA_MOD_00340	6.3.2.-
120920-bin41|PROKKA_MOD_00341	6.1.1.9
120920-bin41|PROKKA_MOD_00342	2.7.7.7
120920-bin41|PROKKA_MOD_00343	3.4.11.1
120920-bin41|PROKKA_MOD_00348	2.3.3.13
120920-bin41|PROKKA_MOD_00349	3.8.1.5
120920-bin41|PROKKA_MOD_00354	2.7.7.9
120920-bin41|PROKKA_MOD_00355	5.4.2.2
120920-bin41|PROKKA_MOD_00357	5.3.1.9
120920-bin41|PROKKA_MOD_00358	6.3.2.6
120920-bin41|PROKKA_MOD_00360	3.2.1.52
120920-bin41|PROKKA_MOD_00362	2.4.2.8
120920-bin41|PROKKA_MOD_00363	3.1.-.-
120920-bin41|PROKKA_MOD_00365	1.4.3.16
120920-bin41|PROKKA_MOD_00369	3.4.21.107
120920-bin41|PROKKA_MOD_00370	3.6.5.-
120920-bin41|PROKKA_MOD_00371	3.4.21.89
120920-bin41|PROKKA_MOD_00372	3.1.26.3
120920-bin41|PROKKA_MOD_00377	1.6.99.-
120920-bin41|PROKKA_MOD_00378	3.5.2.6
120920-bin41|PROKKA_MOD_00381	1.3.99.16
120920-bin41|PROKKA_MOD_00382	3.4.21.92
120920-bin41|PROKKA_MOD_00388	2.8.1.7
120920-bin41|PROKKA_MOD_00395	2.6.1.52
120920-bin41|PROKKA_MOD_00396	1.1.1.95
120920-bin41|PROKKA_MOD_00400	1.2.1.41
120920-bin41|PROKKA_MOD_00401	2.7.7.18
120920-bin41|PROKKA_MOD_00402	4.1.3.27
120920-bin41|PROKKA_MOD_00403	5.1.3.1
120920-bin41|PROKKA_MOD_00405	2.7.7.24
120920-bin41|PROKKA_MOD_00417	1.-.-.-
120920-bin41|PROKKA_MOD_00418	1.6.99.3
120920-bin41|PROKKA_MOD_00419	1.11.1.21
120920-bin41|PROKKA_MOD_00421	3.-.-.-
120920-bin41|PROKKA_MOD_00422	3.-.-.-
120920-bin41|PROKKA_MOD_00423	1.10.3.-
120920-bin41|PROKKA_MOD_00424	1.10.3.-
120920-bin41|PROKKA_MOD_00427	3.4.11.5
120920-bin41|PROKKA_MOD_00429	6.3.1.2
120920-bin41|PROKKA_MOD_00430	2.7.13.3
120920-bin41|PROKKA_MOD_00432	4.2.1.20
120920-bin41|PROKKA_MOD_00433	5.3.1.24
120920-bin41|PROKKA_MOD_00434	5.4.99.12
120920-bin41|PROKKA_MOD_00436	1.2.1.11
120920-bin41|PROKKA_MOD_00437	4.2.1.33
120920-bin41|PROKKA_MOD_00438	4.2.1.33
120920-bin41|PROKKA_MOD_00443	3.1.26.-
120920-bin41|PROKKA_MOD_00446	3.8.1.5
120920-bin41|PROKKA_MOD_00447	5.3.3.2
120920-bin41|PROKKA_MOD_00448	1.13.11.63
120920-bin41|PROKKA_MOD_00450	2.5.1.96
120920-bin41|PROKKA_MOD_00451	1.3.99.31
120920-bin41|PROKKA_MOD_00452	3.6.3.-
120920-bin41|PROKKA_MOD_00455	3.1.26.-
120920-bin41|PROKKA_MOD_00458	3.6.3.-
120920-bin41|PROKKA_MOD_00459	3.6.3.-
120920-bin41|PROKKA_MOD_00464	2.3.1.174
120920-bin41|PROKKA_MOD_00465	1.3.99.-
120920-bin41|PROKKA_MOD_00469	3.5.1.28
120920-bin41|PROKKA_MOD_00471	2.5.1.75
120920-bin41|PROKKA_MOD_00476	3.6.3.30
120920-bin41|PROKKA_MOD_00481	2.8.1.7
120920-bin41|PROKKA_MOD_00485	2.7.7.6
120920-bin41|PROKKA_MOD_00487	2.-.-.-
120920-bin41|PROKKA_MOD_00489	3.4.23.36
120920-bin41|PROKKA_MOD_00491	3.1.3.3
120920-bin41|PROKKA_MOD_00496	3.4.11.9
120920-bin41|PROKKA_MOD_00497	1.14.13.-
120920-bin41|PROKKA_MOD_00506	3.6.1.55
120920-bin41|PROKKA_MOD_00508	2.7.1.24
120920-bin41|PROKKA_MOD_00512	4.2.1.-
120920-bin41|PROKKA_MOD_00515	3.4.24.-
120920-bin41|PROKKA_MOD_00516	6.3.5.1
120920-bin41|PROKKA_MOD_00518	5.4.99.23
120920-bin41|PROKKA_MOD_00532	6.2.1.1
120920-bin41|PROKKA_MOD_00533	6.3.2.1
120920-bin41|PROKKA_MOD_00534	2.1.2.11
120920-bin41|PROKKA_MOD_00537	3.6.3.27
120920-bin41|PROKKA_MOD_00539	2.7.7.8
120920-bin41|PROKKA_MOD_00541	5.4.99.25
120920-bin41|PROKKA_MOD_00544	6.3.5.5
120920-bin41|PROKKA_MOD_00545	6.3.5.5
120920-bin41|PROKKA_MOD_00546	1.17.1.8
120920-bin41|PROKKA_MOD_00547	1.1.1.79
120920-bin41|PROKKA_MOD_00549	2.7.9.1
120920-bin41|PROKKA_MOD_00552	4.2.1.17
120920-bin41|PROKKA_MOD_00553	4.2.1.2
120920-bin41|PROKKA_MOD_00554	2.3.1.179
120920-bin41|PROKKA_MOD_00561	6.5.1.2
120920-bin41|PROKKA_MOD_00566	2.3.1.41
120920-bin41|PROKKA_MOD_00567	6.2.1.3
120920-bin41|PROKKA_MOD_00570	3.1.1.-
120920-bin41|PROKKA_MOD_00576	3.1.11.6
120920-bin41|PROKKA_MOD_00577	2.5.1.10
120920-bin41|PROKKA_MOD_00578	2.2.1.7
120920-bin41|PROKKA_MOD_00583	2.8.1.2
120920-bin41|PROKKA_MOD_00585	3.1.2.-
120920-bin41|PROKKA_MOD_00588	3.5.2.6
120920-bin41|PROKKA_MOD_00590	1.3.99.-
120920-bin41|PROKKA_MOD_00591	1.3.99.-
120920-bin41|PROKKA_MOD_00592	1.1.1.1
120920-bin41|PROKKA_MOD_00594	2.7.3.9
120920-bin41|PROKKA_MOD_00595	3.6.1.-
120920-bin41|PROKKA_MOD_00597	2.7.7.7
120920-bin41|PROKKA_MOD_00598	2.4.1.227
120920-bin41|PROKKA_MOD_00599	6.3.2.8
120920-bin41|PROKKA_MOD_00600	6.3.2.4
120920-bin41|PROKKA_MOD_00608	1.1.1.-
120920-bin41|PROKKA_MOD_00609	3.1.30.2
120920-bin41|PROKKA_MOD_00610	3.7.1.5
120920-bin41|PROKKA_MOD_00612	2.3.1.-
120920-bin41|PROKKA_MOD_00613	4.2.1.59
120920-bin41|PROKKA_MOD_00614	2.3.1.129
120920-bin41|PROKKA_MOD_00615	2.4.1.182
120920-bin41|PROKKA_MOD_00616	3.1.26.4
120920-bin41|PROKKA_MOD_00617	2.7.7.7
120920-bin41|PROKKA_MOD_00625	2.7.13.3
120920-bin41|PROKKA_MOD_00627	2.7.7.19
120920-bin41|PROKKA_MOD_00629	2.4.1.227
120920-bin41|PROKKA_MOD_00631	6.3.2.9
120920-bin41|PROKKA_MOD_00632	2.7.8.13
120920-bin41|PROKKA_MOD_00633	6.3.2.10
120920-bin41|PROKKA_MOD_00634	6.3.4.4
120920-bin41|PROKKA_MOD_00639	2.5.1.7
120920-bin41|PROKKA_MOD_00643	5.3.1.13
120920-bin41|PROKKA_MOD_00644	3.1.3.45
120920-bin41|PROKKA_MOD_00646	4.2.1.1
120920-bin41|PROKKA_MOD_00648	3.1.-.-
120920-bin41|PROKKA_MOD_00650	2.4.2.-
120920-bin41|PROKKA_MOD_00651	5.3.1.16
120920-bin41|PROKKA_MOD_00652	4.1.3.-
120920-bin41|PROKKA_MOD_00653	3.4.21.-
120920-bin41|PROKKA_MOD_00655	5.4.2.1
120920-bin41|PROKKA_MOD_00659	1.1.9.1
120920-bin41|PROKKA_MOD_00664	1.1.1.-
120920-bin41|PROKKA_MOD_00665	2.5.1.18
120920-bin41|PROKKA_MOD_00673	1.1.1.47
120920-bin41|PROKKA_MOD_00675	2.7.13.3
120920-bin41|PROKKA_MOD_00677	2.2.1.6
120920-bin41|PROKKA_MOD_00678	2.2.1.6
120920-bin41|PROKKA_MOD_00680	1.9.3.1
120920-bin41|PROKKA_MOD_00681	1.9.3.1
120920-bin41|PROKKA_MOD_00682	1.9.3.1
120920-bin41|PROKKA_MOD_00683	1.10.3.-
120920-bin41|PROKKA_MOD_00685	3.6.3.20
120920-bin41|PROKKA_MOD_00686	3.6.3.20
120920-bin41|PROKKA_MOD_00687	1.1.5.3
120920-bin41|PROKKA_MOD_00688	2.7.1.30
120920-bin41|PROKKA_MOD_00694	4.99.1.1
120920-bin41|PROKKA_MOD_00696	1.3.7.9
120920-bin41|PROKKA_MOD_00697	1.17.1.5
120920-bin41|PROKKA_MOD_00698	2.7.9.3
120920-bin41|PROKKA_MOD_00712	2.7.7.6
120920-bin41|PROKKA_MOD_00713	2.7.4.8
120920-bin41|PROKKA_MOD_00715	1.4.4.2
120920-bin41|PROKKA_MOD_00718	3.4.13.9
120920-bin41|PROKKA_MOD_00721	2.7.1.107
120920-bin41|PROKKA_MOD_00722	2.-.-.-
120920-bin41|PROKKA_MOD_00724	3.6.3.-
120920-bin41|PROKKA_MOD_00725	3.6.3.-
120920-bin41|PROKKA_MOD_00726	1.2.4.1
120920-bin41|PROKKA_MOD_00728	3.5.1.28
120920-bin41|PROKKA_MOD_00729	2.4.2.19
120920-bin41|PROKKA_MOD_00734	1.1.9.1
120920-bin41|PROKKA_MOD_00737	2.3.1.-
120920-bin41|PROKKA_MOD_00740	2.1.1.228
120920-bin41|PROKKA_MOD_00744	5.99.1.3
120920-bin41|PROKKA_MOD_00746	5.4.3.-
120920-bin41|PROKKA_MOD_00748	6.3.1.-
120920-bin41|PROKKA_MOD_00767	2.-.-.-
120920-bin41|PROKKA_MOD_00769	3.1.-.-
120920-bin41|PROKKA_MOD_00772	1.9.3.1
120920-bin41|PROKKA_MOD_00776	1.2.1.12
120920-bin41|PROKKA_MOD_00777	1.1.1.100
120920-bin41|PROKKA_MOD_00780	1.1.1.22
120920-bin41|PROKKA_MOD_00781	2.7.7.-
120920-bin41|PROKKA_MOD_00789	3.4.17.11
120920-bin41|PROKKA_MOD_00794	1.13.12.16
120920-bin41|PROKKA_MOD_00795	1.13.12.16
120920-bin41|PROKKA_MOD_00796	3.8.1.5
120920-bin41|PROKKA_MOD_00799	3.6.4.13
120920-bin41|PROKKA_MOD_00802	4.2.99.-
120920-bin41|PROKKA_MOD_00804	2.7.7.7
120920-bin41|PROKKA_MOD_00811	4.1.99.18
120920-bin41|PROKKA_MOD_00814	1.5.1.2
120920-bin41|PROKKA_MOD_00816	2.3.1.31
120920-bin41|PROKKA_MOD_00819	2.6.1.2
120920-bin41|PROKKA_MOD_00820	1.8.4.12
120920-bin41|PROKKA_MOD_00829	2.1.1.-
120920-bin41|PROKKA_MOD_00831	1.-.-.-
120920-bin41|PROKKA_MOD_00834	3.5.1.46
120920-bin41|PROKKA_MOD_00835	3.1.2.28
120920-bin41|PROKKA_MOD_00836	2.7.11.1
120920-bin41|PROKKA_MOD_00837	3.5.1.91
120920-bin41|PROKKA_MOD_00845	3.6.1.27
120920-bin41|PROKKA_MOD_00846	2.1.1.242
120920-bin41|PROKKA_MOD_00847	3.5.1.18
120920-bin41|PROKKA_MOD_00848	2.3.1.117
120920-bin41|PROKKA_MOD_00857	3.6.4.13
120920-bin41|PROKKA_MOD_00858	2.7.7.7
120920-bin41|PROKKA_MOD_00861	3.1.13.5
120920-bin41|PROKKA_MOD_00862	3.6.1.41
120920-bin41|PROKKA_MOD_00864	2.1.1.182
120920-bin41|PROKKA_MOD_00865	1.1.1.262
120920-bin41|PROKKA_MOD_00866	5.2.1.8
120920-bin41|PROKKA_MOD_00867	6.1.1.16
120920-bin41|PROKKA_MOD_00868	6.1.1.18
120920-bin41|PROKKA_MOD_00869	5.2.1.8
120920-bin41|PROKKA_MOD_00870	3.6.1.54
120920-bin41|PROKKA_MOD_00871	2.5.1.54
120920-bin41|PROKKA_MOD_00872	2.6.1.1
120920-bin41|PROKKA_MOD_00877	1.3.8.1
120920-bin41|PROKKA_MOD_00878	1.3.99.-
120920-bin41|PROKKA_MOD_00879	1.3.99.-
120920-bin41|PROKKA_MOD_00880	2.7.7.6
120920-bin41|PROKKA_MOD_00881	2.7.7.6
120920-bin41|PROKKA_MOD_00882	3.4.11.5
120920-bin41|PROKKA_MOD_00883	3.1.-.-
120920-bin41|PROKKA_MOD_00887	3.6.1.31
120920-bin41|PROKKA_MOD_00890	1.4.7.1
120920-bin41|PROKKA_MOD_00893	6.1.1.-
120920-bin41|PROKKA_MOD_00895	2.6.1.1
120920-bin41|PROKKA_MOD_00898	2.7.13.3
120920-bin41|PROKKA_MOD_00903	2.4.1.129
120920-bin41|PROKKA_MOD_00904	2.1.1.177
120920-bin41|PROKKA_MOD_00908	4.2.1.3
120920-bin41|PROKKA_MOD_00910	3.6.1.54
120920-bin41|PROKKA_MOD_00917	3.5.1.-
120920-bin41|PROKKA_MOD_00918	1.11.1.15
120920-bin41|PROKKA_MOD_00919	3.1.-.-
120920-bin41|PROKKA_MOD_00920	2.6.99.2
120920-bin41|PROKKA_MOD_00924	2.1.2.9
120920-bin41|PROKKA_MOD_00929	2.3.1.180
120920-bin41|PROKKA_MOD_00930	4.3.2.3
120920-bin41|PROKKA_MOD_00934	4.3.3.7
120920-bin41|PROKKA_MOD_00936	2.8.1.-
120920-bin41|PROKKA_MOD_00940	5.4.99.20
120920-bin41|PROKKA_MOD_00941	2.8.1.12
120920-bin41|PROKKA_MOD_00944	3.6.1.-
120920-bin41|PROKKA_MOD_00945	2.8.1.-
120920-bin41|PROKKA_MOD_00946	1.1.3.43
120920-bin41|PROKKA_MOD_00948	1.8.2.3
120920-bin41|PROKKA_MOD_00952	3.6.-.-
120920-bin41|PROKKA_MOD_00955	3.6.4.12
120920-bin41|PROKKA_MOD_00957	2.2.1.1
120920-bin41|PROKKA_MOD_00958	1.2.1.72
120920-bin41|PROKKA_MOD_00959	2.7.2.3
120920-bin41|PROKKA_MOD_00960	4.1.3.40
120920-bin41|PROKKA_MOD_00962	2.8.3.15
120920-bin41|PROKKA_MOD_00964	3.6.3.-
120920-bin41|PROKKA_MOD_00973	3.4.14.12
120920-bin41|PROKKA_MOD_00977	1.1.3.15
120920-bin41|PROKKA_MOD_00978	2.7.7.7
120920-bin41|PROKKA_MOD_00979	2.7.4.9
120920-bin41|PROKKA_MOD_00982	3.4.16.4
120920-bin41|PROKKA_MOD_00984	2.3.1.181
120920-bin41|PROKKA_MOD_00985	2.8.1.8
120920-bin41|PROKKA_MOD_00987	1.5.5.1
120920-bin41|PROKKA_MOD_00992	1.1.99.31
120920-bin41|PROKKA_MOD_00993	2.3.1.89
120920-bin41|PROKKA_MOD_00994	3.1.1.-
120920-bin41|PROKKA_MOD_00995	3.1.1.1
120920-bin41|PROKKA_MOD_00996	3.1.3.8
120920-bin41|PROKKA_MOD_00998	3.1.3.1
120920-bin41|PROKKA_MOD_01003	3.6.3.40
120920-bin41|PROKKA_MOD_01005	3.6.-.-
120920-bin41|PROKKA_MOD_01007	1.3.99.-
120920-bin41|PROKKA_MOD_01008	3.6.4.12
120920-bin41|PROKKA_MOD_01013	4.2.1.1
120920-bin41|PROKKA_MOD_01016	2.6.1.9
120920-bin41|PROKKA_MOD_01019	1.2.1.70
120920-bin41|PROKKA_MOD_01022	2.7.1.148
120920-bin41|PROKKA_MOD_01026	1.11.1.17
120920-bin41|PROKKA_MOD_01031	4.1.1.-
120920-bin41|PROKKA_MOD_01032	3.6.4.-
120920-bin41|PROKKA_MOD_01034	4.2.1.24
120920-bin41|PROKKA_MOD_01037	6.3.5.-
120920-bin41|PROKKA_MOD_01038	6.3.5.-
120920-bin41|PROKKA_MOD_01040	3.6.4.13
120920-bin41|PROKKA_MOD_01041	4.1.2.-
120920-bin41|PROKKA_MOD_01042	4.2.1.132
120920-bin41|PROKKA_MOD_01044	3.4.16.-
120920-bin41|PROKKA_MOD_01046	5.3.1.28
120920-bin41|PROKKA_MOD_01049	2.1.1.198
120920-bin41|PROKKA_MOD_01050	1.1.1.42
120920-bin41|PROKKA_MOD_01051	2.3.1.-
120920-bin41|PROKKA_MOD_01052	2.6.1.21
120920-bin41|PROKKA_MOD_01053	6.3.1.-
120920-bin41|PROKKA_MOD_01054	1.6.1.2
120920-bin41|PROKKA_MOD_01055	1.6.1.2
120920-bin41|PROKKA_MOD_01056	3.5.1.46
120920-bin41|PROKKA_MOD_01057	3.6.3.25
120920-bin41|PROKKA_MOD_01064	3.1.1.1
120920-bin41|PROKKA_MOD_01073	1.3.99.-
120920-bin41|PROKKA_MOD_01075	2.7.7.7
120920-bin41|PROKKA_MOD_01076	2.8.1.-
120920-bin41|PROKKA_MOD_01080	2.3.1.39
120920-bin41|PROKKA_MOD_01081	1.1.1.100
120920-bin41|PROKKA_MOD_01083	2.3.1.179
120920-bin41|PROKKA_MOD_01084	2.7.7.6
120920-bin41|PROKKA_MOD_01088	2.7.13.3
120920-bin41|PROKKA_MOD_01090	1.1.2.8
120920-bin41|PROKKA_MOD_01094	3.6.3.41
120920-bin41|PROKKA_MOD_01107	2.1.1.77
120920-bin41|PROKKA_MOD_01108	5.4.99.27
120920-bin41|PROKKA_MOD_01109	4.6.1.12
120920-bin41|PROKKA_MOD_01110	2.7.7.60
120920-bin41|PROKKA_MOD_01112	6.4.1.2
120920-bin41|PROKKA_MOD_01113	2.7.7.7
120920-bin41|PROKKA_MOD_01115	2.4.-.-
120920-bin41|PROKKA_MOD_01116	2.4.1.289
120920-bin41|PROKKA_MOD_01118	2.1.1.193
120920-bin41|PROKKA_MOD_01124	2.7.1.23
120920-bin41|PROKKA_MOD_01125	3.4.21.105
120920-bin41|PROKKA_MOD_01127	3.1.4.46
120920-bin41|PROKKA_MOD_01129	6.1.1.12
120920-bin41|PROKKA_MOD_01131	3.1.22.4
120920-bin41|PROKKA_MOD_01132	3.6.4.12
120920-bin41|PROKKA_MOD_01133	3.6.4.12
120920-bin41|PROKKA_MOD_01136	1.10.2.2
120920-bin41|PROKKA_MOD_01140	1.1.1.100
120920-bin41|PROKKA_MOD_01147	1.17.1.2
120920-bin41|PROKKA_MOD_01148	5.2.1.8
120920-bin41|PROKKA_MOD_01149	6.1.1.5
120920-bin41|PROKKA_MOD_01150	3.4.21.53
120920-bin41|PROKKA_MOD_01152	5.2.1.8
120920-bin41|PROKKA_MOD_01159	3.1.-.-
120920-bin41|PROKKA_MOD_01161	6.3.2.3
120920-bin41|PROKKA_MOD_01163	1.8.1.8
120920-bin41|PROKKA_MOD_01174	2.1.2.-
120920-bin41|PROKKA_MOD_01176	2.6.1.16
120920-bin41|PROKKA_MOD_01178	6.1.1.15
120920-bin41|PROKKA_MOD_01179	1.6.5.2
120920-bin41|PROKKA_MOD_01181	2.7.3.9
120920-bin41|PROKKA_MOD_01183	2.4.99.-
120920-bin41|PROKKA_MOD_01184	2.1.1.45
120920-bin41|PROKKA_MOD_01185	1.5.1.3
120920-bin41|PROKKA_MOD_01188	3.1.11.1
120920-bin41|PROKKA_MOD_01189	2.9.1.-
120920-bin41|PROKKA_MOD_01193	2.5.1.15
120920-bin41|PROKKA_MOD_01194	3.4.24.-
120920-bin41|PROKKA_MOD_01195	2.1.1.166
120920-bin41|PROKKA_MOD_01201	2.1.1.13
120920-bin41|PROKKA_MOD_01205	3.1.11.6
120920-bin41|PROKKA_MOD_01211	6.2.1.3
120920-bin41|PROKKA_MOD_01213	3.2.2.20
120920-bin41|PROKKA_MOD_01214	1.1.5.8
