120823-bin4|PROKKA_MOD_00932	PF00384
120823-bin4|PROKKA_MOD_00933	PF13602
120823-bin4|PROKKA_MOD_00935	PF00464
120823-bin4|PROKKA_MOD_00936	PF02502
120823-bin4|PROKKA_MOD_00940	PF01967
120823-bin4|PROKKA_MOD_00941	PF06463
120823-bin4|PROKKA_MOD_00943	PF13508
120823-bin4|PROKKA_MOD_00944	PF04402
120823-bin4|PROKKA_MOD_00945	PF00155
120823-bin4|PROKKA_MOD_00947	PF01175
120823-bin4|PROKKA_MOD_00948	PF05962
120823-bin4|PROKKA_MOD_00949	PF00291
120823-bin4|PROKKA_MOD_00952	PF01435
120823-bin4|PROKKA_MOD_00953	PF04011
120823-bin4|PROKKA_MOD_00954	PF00534
120823-bin4|PROKKA_MOD_00955	PF02601
120823-bin4|PROKKA_MOD_00957	PF00348
120823-bin4|PROKKA_MOD_00958	PF02597
120823-bin4|PROKKA_MOD_00960	PF01148
120823-bin4|PROKKA_MOD_00961	PF13288
120823-bin4|PROKKA_MOD_00962	PF02163
120823-bin4|PROKKA_MOD_00963	PF01053
120823-bin4|PROKKA_MOD_00967	PF00926
120823-bin4|PROKKA_MOD_00968	PF00885
120823-bin4|PROKKA_MOD_00969	PF09056
120823-bin4|PROKKA_MOD_00972	PF02629
120823-bin4|PROKKA_MOD_00973	PF08442
120823-bin4|PROKKA_MOD_00974	PF02310
120823-bin4|PROKKA_MOD_00975	PF02601
120823-bin4|PROKKA_MOD_00977	PF00348
120823-bin4|PROKKA_MOD_00978	PF02597
120823-bin4|PROKKA_MOD_00980	PF01541
120823-bin4|PROKKA_MOD_00983	PF04962
120823-bin4|PROKKA_MOD_00985	PF00294
120823-bin4|PROKKA_MOD_00986	PF01642
120823-bin4|PROKKA_MOD_00987	PF03588
120823-bin4|PROKKA_MOD_00988	PF02737
120823-bin4|PROKKA_MOD_00990	PF00106
120823-bin4|PROKKA_MOD_00991	PF02823
120823-bin4|PROKKA_MOD_00992	PF00006
120823-bin4|PROKKA_MOD_00993	PF01048
120823-bin4|PROKKA_MOD_00994	PF13489
120823-bin4|PROKKA_MOD_00995	PF00255
120823-bin4|PROKKA_MOD_00996	PF00795
120823-bin4|PROKKA_MOD_00997	PF00005
120823-bin4|PROKKA_MOD_01002	PF01061
120823-bin4|PROKKA_MOD_01004	PF00535
120823-bin4|PROKKA_MOD_01007	PF12698
120823-bin4|PROKKA_MOD_01008	PF00005
120823-bin4|PROKKA_MOD_01010	PF00005
120823-bin4|PROKKA_MOD_01011	PF00578
120823-bin4|PROKKA_MOD_01012	PF00082
120823-bin4|PROKKA_MOD_01014	PF00534
120823-bin4|PROKKA_MOD_01015	PF00534
120823-bin4|PROKKA_MOD_01016	PF00623
120823-bin4|PROKKA_MOD_01018	PF00425
120823-bin4|PROKKA_MOD_01019	PF01209
120823-bin4|PROKKA_MOD_01020	PF02771
120823-bin4|PROKKA_MOD_01022	PF01678
120823-bin4|PROKKA_MOD_01023	PF01715
120823-bin4|PROKKA_MOD_01025	PF00884
120823-bin4|PROKKA_MOD_01026	PF14864
120823-bin4|PROKKA_MOD_01030	PF13411
120823-bin4|PROKKA_MOD_01031	PF02577
120823-bin4|PROKKA_MOD_01032	PF13411
120823-bin4|PROKKA_MOD_01035	PF13638
120823-bin4|PROKKA_MOD_01037	PF00216
120823-bin4|PROKKA_MOD_01038	PF01983
120823-bin4|PROKKA_MOD_01039	PF01210
120823-bin4|PROKKA_MOD_01040	PF00171
120823-bin4|PROKKA_MOD_01045	PF00005
120823-bin4|PROKKA_MOD_01047	PF13378
120823-bin4|PROKKA_MOD_01048	PF01243
120823-bin4|PROKKA_MOD_01049	PF00266
120823-bin4|PROKKA_MOD_01051	PF00551
120823-bin4|PROKKA_MOD_01052	PF01327
120823-bin4|PROKKA_MOD_01054	PF13344
120823-bin4|PROKKA_MOD_01055	PF06245
120823-bin4|PROKKA_MOD_01058	PF00296
120823-bin4|PROKKA_MOD_01061	PF01578
120823-bin4|PROKKA_MOD_01062	PF03100
120823-bin4|PROKKA_MOD_01065	PF01571
120823-bin4|PROKKA_MOD_01066	PF02559
120823-bin4|PROKKA_MOD_01068	PF00146
120823-bin4|PROKKA_MOD_01069	PF12838
120823-bin4|PROKKA_MOD_01071	PF08264
120823-bin4|PROKKA_MOD_01072	PF03816
120823-bin4|PROKKA_MOD_01073	PF02660
120823-bin4|PROKKA_MOD_01074	PF00355
120823-bin4|PROKKA_MOD_01078	PF00296
120823-bin4|PROKKA_MOD_01079	PF00565
120823-bin4|PROKKA_MOD_01081	PF00565
120823-bin4|PROKKA_MOD_01082	PF00456
120823-bin4|PROKKA_MOD_01083	PF00075
120823-bin4|PROKKA_MOD_01084	PF00994
120823-bin4|PROKKA_MOD_01085	PF03567
120823-bin4|PROKKA_MOD_01086	PF01583
120823-bin4|PROKKA_MOD_01090	PF01182
120823-bin4|PROKKA_MOD_01092	PF02653
120823-bin4|PROKKA_MOD_01093	PF00005
120823-bin4|PROKKA_MOD_01097	PF08240
120823-bin4|PROKKA_MOD_01098	PF13640
120823-bin4|PROKKA_MOD_01099	PF01512
120823-bin4|PROKKA_MOD_01100	PF00318
120823-bin4|PROKKA_MOD_01101	PF00889
120823-bin4|PROKKA_MOD_01102	PF00696
120823-bin4|PROKKA_MOD_01106	PF00156
120823-bin4|PROKKA_MOD_01107	PF10397
120823-bin4|PROKKA_MOD_01108	PF09438
120823-bin4|PROKKA_MOD_01109	PF02617
120823-bin4|PROKKA_MOD_01110	PF01040
120823-bin4|PROKKA_MOD_01113	PF00005
120823-bin4|PROKKA_MOD_01114	PF00462
120823-bin4|PROKKA_MOD_01115	PF02913
120823-bin4|PROKKA_MOD_01118	PF00420
120823-bin4|PROKKA_MOD_01119	PF00361
120823-bin4|PROKKA_MOD_01124	PF03073
120823-bin4|PROKKA_MOD_01130	PF00557
120823-bin4|PROKKA_MOD_01131	PF01168
120823-bin4|PROKKA_MOD_01132	PF01648
120823-bin4|PROKKA_MOD_01134	PF01168
120823-bin4|PROKKA_MOD_01135	PF01648
120823-bin4|PROKKA_MOD_01137	PF02784
120823-bin4|PROKKA_MOD_01138	PF00750
120823-bin4|PROKKA_MOD_01139	PF01509
120823-bin4|PROKKA_MOD_01140	PF02033
120823-bin4|PROKKA_MOD_01141	PF13603
120823-bin4|PROKKA_MOD_01142	PF00498
120823-bin4|PROKKA_MOD_01143	PF01597
120823-bin4|PROKKA_MOD_01144	PF01066
120823-bin4|PROKKA_MOD_01145	PF01230
120823-bin4|PROKKA_MOD_01146	PF02586
120823-bin4|PROKKA_MOD_01147	PF01152
120823-bin4|PROKKA_MOD_01148	PF00588
120823-bin4|PROKKA_MOD_01149	PF00378
120823-bin4|PROKKA_MOD_01152	PF13180
120823-bin4|PROKKA_MOD_01154	PF01370
120823-bin4|PROKKA_MOD_01157	PF00625
120823-bin4|PROKKA_MOD_01158	PF01192
120823-bin4|PROKKA_MOD_01159	PF02772
120823-bin4|PROKKA_MOD_01161	PF01327
120823-bin4|PROKKA_MOD_01163	PF00501
120823-bin4|PROKKA_MOD_01164	PF00441
120823-bin4|PROKKA_MOD_01165	PF00361
120823-bin4|PROKKA_MOD_01169	PF13245
120823-bin4|PROKKA_MOD_01172	PF00154
120823-bin4|PROKKA_MOD_01173	PF00919
120823-bin4|PROKKA_MOD_01174	PF07479
120823-bin4|PROKKA_MOD_01176	PF00586
120823-bin4|PROKKA_MOD_01178	PF00933
120823-bin4|PROKKA_MOD_01179	PF00441
120823-bin4|PROKKA_MOD_01182	PF00107
120823-bin4|PROKKA_MOD_01183	PF00285
120823-bin4|PROKKA_MOD_01185	PF03483
120823-bin4|PROKKA_MOD_01186	PF01680
120823-bin4|PROKKA_MOD_01187	PF01174
120823-bin4|PROKKA_MOD_01188	PF01709
120823-bin4|PROKKA_MOD_01189	PF00578
120823-bin4|PROKKA_MOD_01190	PF00384
120823-bin4|PROKKA_MOD_01191	PF10589
120823-bin4|PROKKA_MOD_01194	PF00440
120823-bin4|PROKKA_MOD_01196	PF00274
120823-bin4|PROKKA_MOD_01197	PF00216
120823-bin4|PROKKA_MOD_01198	PF01019
120823-bin4|PROKKA_MOD_01199	PF08148
120823-bin4|PROKKA_MOD_01202	PF00571
120823-bin4|PROKKA_MOD_01204	PF03102
120823-bin4|PROKKA_MOD_01207	PF00067
120823-bin4|PROKKA_MOD_01210	PF10509
120823-bin4|PROKKA_MOD_01211	PF12697
120823-bin4|PROKKA_MOD_01213	PF01979
120823-bin4|PROKKA_MOD_01214	PF01327
120823-bin4|PROKKA_MOD_01215	PF14340
120823-bin4|PROKKA_MOD_01216	PF13532
120823-bin4|PROKKA_MOD_01219	PF09844
120823-bin4|PROKKA_MOD_01221	PF01507
120823-bin4|PROKKA_MOD_01222	PF00459
120823-bin4|PROKKA_MOD_01225	PF09335
120823-bin4|PROKKA_MOD_01226	PF06089
120823-bin4|PROKKA_MOD_01229	PF09335
120823-bin4|PROKKA_MOD_01230	PF06089
120823-bin4|PROKKA_MOD_01232	PF01161
120823-bin4|PROKKA_MOD_01233	PF00990
120823-bin4|PROKKA_MOD_01234	PF00507
120823-bin4|PROKKA_MOD_01235	PF01058
120823-bin4|PROKKA_MOD_01236	PF00329
120823-bin4|PROKKA_MOD_01238	PF13344
120823-bin4|PROKKA_MOD_01239	PF06245
120823-bin4|PROKKA_MOD_01242	PF04551
120823-bin4|PROKKA_MOD_01246	PF14340
120823-bin4|PROKKA_MOD_01247	PF13532
120823-bin4|PROKKA_MOD_01251	PF07733
120823-bin4|PROKKA_MOD_01253	PF07733
120823-bin4|PROKKA_MOD_01255	PF02779
120823-bin4|PROKKA_MOD_01256	PF00459
120823-bin4|PROKKA_MOD_01258	PF00580
120823-bin4|PROKKA_MOD_01259	PF03883
120823-bin4|PROKKA_MOD_01261	PF00483
120823-bin4|PROKKA_MOD_01262	PF00294
120823-bin4|PROKKA_MOD_01264	PF01546
120823-bin4|PROKKA_MOD_01266	PF02515
120823-bin4|PROKKA_MOD_01268	PF00270
120823-bin4|PROKKA_MOD_01269	PF01370
120823-bin4|PROKKA_MOD_01270	PF01370
120823-bin4|PROKKA_MOD_01271	PF13580
120823-bin4|PROKKA_MOD_01272	PF04263
120823-bin4|PROKKA_MOD_01273	PF01106
120823-bin4|PROKKA_MOD_01280	PF02469
120823-bin4|PROKKA_MOD_01284	PF00441
120823-bin4|PROKKA_MOD_01286	PF02719
120823-bin4|PROKKA_MOD_01289	PF02719
120823-bin4|PROKKA_MOD_01290	PF04321
120823-bin4|PROKKA_MOD_01292	PF00528
120823-bin4|PROKKA_MOD_01294	PF01979
120823-bin4|PROKKA_MOD_01296	PF01042
120823-bin4|PROKKA_MOD_01297	PF00106
120823-bin4|PROKKA_MOD_01298	PF00005
120823-bin4|PROKKA_MOD_01300	PF00557
120823-bin4|PROKKA_MOD_01304	PF00160
120823-bin4|PROKKA_MOD_01306	PF00821
120823-bin4|PROKKA_MOD_01308	PF02734
120823-bin4|PROKKA_MOD_01309	PF00146
120823-bin4|PROKKA_MOD_01310	PF12838
120823-bin4|PROKKA_MOD_01312	PF12838
120823-bin4|PROKKA_MOD_01316	PF00440
120823-bin4|PROKKA_MOD_01317	PF00106
120823-bin4|PROKKA_MOD_01318	PF00370
120823-bin4|PROKKA_MOD_01319	PF01408
120823-bin4|PROKKA_MOD_01320	PF00370
120823-bin4|PROKKA_MOD_01321	PF01408
120823-bin4|PROKKA_MOD_01323	PF03466
120823-bin4|PROKKA_MOD_01324	PF00694
120823-bin4|PROKKA_MOD_01328	PF01230
120823-bin4|PROKKA_MOD_01329	PF03129
120823-bin4|PROKKA_MOD_01330	PF01408
120823-bin4|PROKKA_MOD_01331	PF04542
120823-bin4|PROKKA_MOD_01333	PF02719
120823-bin4|PROKKA_MOD_01334	PF00834
120823-bin4|PROKKA_MOD_01338	PF00501
120823-bin4|PROKKA_MOD_01339	PF02142
120823-bin4|PROKKA_MOD_01340	PF01035
120823-bin4|PROKKA_MOD_01341	PF00005
120823-bin4|PROKKA_MOD_01342	PF00950
120823-bin4|PROKKA_MOD_01343	PF01225
120823-bin4|PROKKA_MOD_01344	PF00905
120823-bin4|PROKKA_MOD_01348	PF02065
120823-bin4|PROKKA_MOD_01349	PF02686
120823-bin4|PROKKA_MOD_01350	PF02738
120823-bin4|PROKKA_MOD_01351	PF00941
120823-bin4|PROKKA_MOD_01353	PF00294
120823-bin4|PROKKA_MOD_01354	PF02574
120823-bin4|PROKKA_MOD_01356	PF13420
120823-bin4|PROKKA_MOD_01357	PF00106
120823-bin4|PROKKA_MOD_01358	PF00550
120823-bin4|PROKKA_MOD_01359	PF00109
120823-bin4|PROKKA_MOD_01360	PF13368
120823-bin4|PROKKA_MOD_01361	PF02223
120823-bin4|PROKKA_MOD_01362	PF13177
120823-bin4|PROKKA_MOD_01363	PF00884
120823-bin4|PROKKA_MOD_01365	PF00211
120823-bin4|PROKKA_MOD_01367	PF00682
120823-bin4|PROKKA_MOD_01373	PF00355
120823-bin4|PROKKA_MOD_01377	PF00361
120823-bin4|PROKKA_MOD_01380	PF00361
120823-bin4|PROKKA_MOD_01382	PF02896
120823-bin4|PROKKA_MOD_01383	PF02896
120823-bin4|PROKKA_MOD_01384	PF01175
120823-bin4|PROKKA_MOD_01385	PF05962
120823-bin4|PROKKA_MOD_01387	PF00834
120823-bin4|PROKKA_MOD_01391	PF00266
120823-bin4|PROKKA_MOD_01392	PF01243
120823-bin4|PROKKA_MOD_01394	PF00749
120823-bin4|PROKKA_MOD_01395	PF01988
120823-bin4|PROKKA_MOD_01396	PF06723
120823-bin4|PROKKA_MOD_01397	PF00334
120823-bin4|PROKKA_MOD_01402	PF01578
120823-bin4|PROKKA_MOD_01403	PF03100
120823-bin4|PROKKA_MOD_01407	PF01546
120823-bin4|PROKKA_MOD_01410	PF03060
120823-bin4|PROKKA_MOD_01412	PF00117
120823-bin4|PROKKA_MOD_01413	PF02786
120823-bin4|PROKKA_MOD_01414	PF02787
120823-bin4|PROKKA_MOD_01415	PF00300
120823-bin4|PROKKA_MOD_01416	PF02585
120823-bin4|PROKKA_MOD_01417	PF02515
120823-bin4|PROKKA_MOD_01419	PF00698
120823-bin4|PROKKA_MOD_01422	PF00005
120823-bin4|PROKKA_MOD_01423	PF00005
120823-bin4|PROKKA_MOD_01430	PF08486
120823-bin4|PROKKA_MOD_01432	PF00171
120823-bin4|PROKKA_MOD_01433	PF13343
120823-bin4|PROKKA_MOD_01435	PF00146
120823-bin4|PROKKA_MOD_01436	PF12838
120823-bin4|PROKKA_MOD_01439	PF00180
120823-bin4|PROKKA_MOD_01440	PF03449
120823-bin4|PROKKA_MOD_01442	PF06831
120823-bin4|PROKKA_MOD_01446	PF07690
120823-bin4|PROKKA_MOD_01448	PF07690
120823-bin4|PROKKA_MOD_01450	PF12802
120823-bin4|PROKKA_MOD_01452	PF09957
120823-bin4|PROKKA_MOD_01454	PF03841
120823-bin4|PROKKA_MOD_01455	PF00009
120823-bin4|PROKKA_MOD_01457	PF01171
120823-bin4|PROKKA_MOD_01463	PF00766
120823-bin4|PROKKA_MOD_01464	PF01012
120823-bin4|PROKKA_MOD_01466	PF01939
120823-bin4|PROKKA_MOD_01467	PF00459
120823-bin4|PROKKA_MOD_01468	PF03279
120823-bin4|PROKKA_MOD_01469	PF00296
120823-bin4|PROKKA_MOD_01470	PF03279
120823-bin4|PROKKA_MOD_01471	PF00296
120823-bin4|PROKKA_MOD_01472	PF13508
120823-bin4|PROKKA_MOD_01473	PF00814
120823-bin4|PROKKA_MOD_01474	PF02367
120823-bin4|PROKKA_MOD_01476	PF00883
120823-bin4|PROKKA_MOD_01477	PF01923
120823-bin4|PROKKA_MOD_01480	PF00364
120823-bin4|PROKKA_MOD_01481	PF07992
120823-bin4|PROKKA_MOD_01483	PF07690
120823-bin4|PROKKA_MOD_01484	PF01266
120823-bin4|PROKKA_MOD_01486	PF00587
120823-bin4|PROKKA_MOD_01487	PF02576
120823-bin4|PROKKA_MOD_01488	PF08529
120823-bin4|PROKKA_MOD_01489	PF01551
120823-bin4|PROKKA_MOD_01490	PF00884
120823-bin4|PROKKA_MOD_01491	PF01238
120823-bin4|PROKKA_MOD_01492	PF13472
120823-bin4|PROKKA_MOD_01493	PF03099
120823-bin4|PROKKA_MOD_01494	PF00198
120823-bin4|PROKKA_MOD_01495	PF03009
120823-bin4|PROKKA_MOD_01496	PF02467
120823-bin4|PROKKA_MOD_01497	PF02518
120823-bin4|PROKKA_MOD_01498	PF04551
120823-bin4|PROKKA_MOD_01501	PF01408
120823-bin4|PROKKA_MOD_01502	PF04542
120823-bin4|PROKKA_MOD_01506	PF03009
120823-bin4|PROKKA_MOD_01507	PF13193
120823-bin4|PROKKA_MOD_01508	PF01471
120823-bin4|PROKKA_MOD_01511	PF03009
120823-bin4|PROKKA_MOD_01512	PF13193
120823-bin4|PROKKA_MOD_01514	PF12681
120823-bin4|PROKKA_MOD_01515	PF02698
120823-bin4|PROKKA_MOD_01517	PF12911
120823-bin4|PROKKA_MOD_01518	PF00528
120823-bin4|PROKKA_MOD_01520	PF13631
120823-bin4|PROKKA_MOD_01521	PF12838
120823-bin4|PROKKA_MOD_01523	PF00507
120823-bin4|PROKKA_MOD_01524	PF01058
120823-bin4|PROKKA_MOD_01525	PF00329
120823-bin4|PROKKA_MOD_01527	PF04563
120823-bin4|PROKKA_MOD_01532	PF00437
120823-bin4|PROKKA_MOD_01533	PF01575
120823-bin4|PROKKA_MOD_01535	PF01926
120823-bin4|PROKKA_MOD_01537	PF03320
120823-bin4|PROKKA_MOD_01542	PF03320
120823-bin4|PROKKA_MOD_01544	PF01225
120823-bin4|PROKKA_MOD_01545	PF07478
120823-bin4|PROKKA_MOD_01546	PF00004
120823-bin4|PROKKA_MOD_01548	PF00496
120823-bin4|PROKKA_MOD_01549	PF08450
120823-bin4|PROKKA_MOD_01550	PF03055
120823-bin4|PROKKA_MOD_01551	PF08450
120823-bin4|PROKKA_MOD_01552	PF03055
120823-bin4|PROKKA_MOD_01555	PF04227
120823-bin4|PROKKA_MOD_01556	PF03450
120823-bin4|PROKKA_MOD_01557	PF07876
120823-bin4|PROKKA_MOD_01558	PF13561
120823-bin4|PROKKA_MOD_01560	PF13370
120823-bin4|PROKKA_MOD_01561	PF00005
120823-bin4|PROKKA_MOD_01563	PF00296
120823-bin4|PROKKA_MOD_01565	PF03446
120823-bin4|PROKKA_MOD_01568	PF03446
120823-bin4|PROKKA_MOD_01570	PF00067
120823-bin4|PROKKA_MOD_01572	PF08245
120823-bin4|PROKKA_MOD_01575	PF02668
120823-bin4|PROKKA_MOD_01581	PF09723
120823-bin4|PROKKA_MOD_01582	PF11238
120823-bin4|PROKKA_MOD_01583	PF01810
120823-bin4|PROKKA_MOD_01586	PF01026
120823-bin4|PROKKA_MOD_01588	PF03466
120823-bin4|PROKKA_MOD_01591	PF00535
120823-bin4|PROKKA_MOD_01592	PF13399
120823-bin4|PROKKA_MOD_01593	PF02595
120823-bin4|PROKKA_MOD_01595	PF00679
120823-bin4|PROKKA_MOD_01597	PF05721
120823-bin4|PROKKA_MOD_01598	PF00296
120823-bin4|PROKKA_MOD_01601	PF01966
120823-bin4|PROKKA_MOD_01603	PF02687
120823-bin4|PROKKA_MOD_01604	PF01817
120823-bin4|PROKKA_MOD_01605	PF04055
120823-bin4|PROKKA_MOD_01607	PF00361
120823-bin4|PROKKA_MOD_01614	PF04982
120823-bin4|PROKKA_MOD_01617	PF01243
120823-bin4|PROKKA_MOD_01619	PF03992
120823-bin4|PROKKA_MOD_01620	PF04073
120823-bin4|PROKKA_MOD_01623	PF04982
120823-bin4|PROKKA_MOD_01624	PF01315
120823-bin4|PROKKA_MOD_01625	PF01799
120823-bin4|PROKKA_MOD_01628	PF00326
120823-bin4|PROKKA_MOD_01629	PF02896
120823-bin4|PROKKA_MOD_01632	PF00589
120823-bin4|PROKKA_MOD_01633	PF04545
120823-bin4|PROKKA_MOD_01634	PF01551
120823-bin4|PROKKA_MOD_01635	PF06574
120823-bin4|PROKKA_MOD_01638	PF00528
120823-bin4|PROKKA_MOD_01639	PF00231
120823-bin4|PROKKA_MOD_01640	PF00306
120823-bin4|PROKKA_MOD_01643	PF01408
120823-bin4|PROKKA_MOD_01646	PF08534
120823-bin4|PROKKA_MOD_01647	PF02600
120823-bin4|PROKKA_MOD_01648	PF01188
120823-bin4|PROKKA_MOD_01651	PF01370
120823-bin4|PROKKA_MOD_01653	PF13594
120823-bin4|PROKKA_MOD_01655	PF00155
120823-bin4|PROKKA_MOD_01656	PF13531
120823-bin4|PROKKA_MOD_01657	PF00528
120823-bin4|PROKKA_MOD_01660	PF00579
120823-bin4|PROKKA_MOD_01664	PF02770
120823-bin4|PROKKA_MOD_01667	PF00365
120823-bin4|PROKKA_MOD_01670	PF01451
120823-bin4|PROKKA_MOD_01671	PF11799
120823-bin4|PROKKA_MOD_01672	PF11239
120823-bin4|PROKKA_MOD_01675	PF00116
120823-bin4|PROKKA_MOD_01677	PF02254
120823-bin4|PROKKA_MOD_01678	PF08275
120823-bin4|PROKKA_MOD_01681	PF12695
120823-bin4|PROKKA_MOD_01684	PF02548
120823-bin4|PROKKA_MOD_01685	PF14863
120823-bin4|PROKKA_MOD_01687	PF03120
120823-bin4|PROKKA_MOD_01688	PF03120
120823-bin4|PROKKA_MOD_01691	PF07722
120823-bin4|PROKKA_MOD_01694	PF07722
120823-bin4|PROKKA_MOD_01697	PF00106
120823-bin4|PROKKA_MOD_01699	PF02467
120823-bin4|PROKKA_MOD_01700	PF01643
120823-bin4|PROKKA_MOD_01702	PF02525
120823-bin4|PROKKA_MOD_01703	PF02525
120823-bin4|PROKKA_MOD_01705	PF00535
120823-bin4|PROKKA_MOD_01706	PF00117
120823-bin4|PROKKA_MOD_01707	PF02786
120823-bin4|PROKKA_MOD_01708	PF00226
120823-bin4|PROKKA_MOD_01709	PF01628
120823-bin4|PROKKA_MOD_01714	PF05726
120823-bin4|PROKKA_MOD_01715	PF00528
120823-bin4|PROKKA_MOD_01716	PF12911
120823-bin4|PROKKA_MOD_01719	PF00664
120823-bin4|PROKKA_MOD_01722	PF11258
120823-bin4|PROKKA_MOD_01723	PF00542
120823-bin4|PROKKA_MOD_01724	PF00466
120823-bin4|PROKKA_MOD_01726	PF07690
120823-bin4|PROKKA_MOD_01728	PF01467
120823-bin4|PROKKA_MOD_01733	PF00106
120823-bin4|PROKKA_MOD_01737	PF03602
120823-bin4|PROKKA_MOD_01738	PF03602
120823-bin4|PROKKA_MOD_01740	PF00378
120823-bin4|PROKKA_MOD_01742	PF13450
120823-bin4|PROKKA_MOD_01743	PF02633
120823-bin4|PROKKA_MOD_01744	PF03193
120823-bin4|PROKKA_MOD_01745	PF07811
120823-bin4|PROKKA_MOD_01748	PF03193
120823-bin4|PROKKA_MOD_01749	PF07811
120823-bin4|PROKKA_MOD_01752	PF01556
120823-bin4|PROKKA_MOD_01753	PF04452
120823-bin4|PROKKA_MOD_01754	PF12844
120823-bin4|PROKKA_MOD_01755	PF00113
120823-bin4|PROKKA_MOD_01756	PF00113
120823-bin4|PROKKA_MOD_01758	PF01026
120823-bin4|PROKKA_MOD_01760	PF00588
120823-bin4|PROKKA_MOD_01763	PF00437
120823-bin4|PROKKA_MOD_01765	PF02894
120823-bin4|PROKKA_MOD_01766	PF00664
120823-bin4|PROKKA_MOD_01767	PF00005
120823-bin4|PROKKA_MOD_01769	PF02894
120823-bin4|PROKKA_MOD_01770	PF14863
120823-bin4|PROKKA_MOD_01772	PF13184
120823-bin4|PROKKA_MOD_01776	PF04560
120823-bin4|PROKKA_MOD_01778	PF04560
120823-bin4|PROKKA_MOD_01780	PF00144
120823-bin4|PROKKA_MOD_01781	PF06475
120823-bin4|PROKKA_MOD_01783	PF00483
120823-bin4|PROKKA_MOD_01786	PF04227
120823-bin4|PROKKA_MOD_01791	PF00069
120823-bin4|PROKKA_MOD_01794	PF12697
120823-bin4|PROKKA_MOD_01795	PF02810
120823-bin4|PROKKA_MOD_01796	PF01556
120823-bin4|PROKKA_MOD_01797	PF13411
120823-bin4|PROKKA_MOD_01803	PF00202
120823-bin4|PROKKA_MOD_01804	PF00202
120823-bin4|PROKKA_MOD_01806	PF00361
120823-bin4|PROKKA_MOD_01808	PF01370
120823-bin4|PROKKA_MOD_01811	PF00441
120823-bin4|PROKKA_MOD_01815	PF02826
120823-bin4|PROKKA_MOD_01817	PF01575
120823-bin4|PROKKA_MOD_01822	PF06745
120823-bin4|PROKKA_MOD_01824	PF02687
120823-bin4|PROKKA_MOD_01825	PF00378
120823-bin4|PROKKA_MOD_01826	PF00750
120823-bin4|PROKKA_MOD_01829	PF01078
120823-bin4|PROKKA_MOD_01830	PF02771
120823-bin4|PROKKA_MOD_01831	PF00707
120823-bin4|PROKKA_MOD_01833	PF02911
120823-bin4|PROKKA_MOD_01834	PF00398
120823-bin4|PROKKA_MOD_01836	PF03328
120823-bin4|PROKKA_MOD_01838	PF03459
120823-bin4|PROKKA_MOD_01839	PF03713
120823-bin4|PROKKA_MOD_01840	PF07992
120823-bin4|PROKKA_MOD_01843	PF01261
120823-bin4|PROKKA_MOD_01844	PF00160
120823-bin4|PROKKA_MOD_01845	PF13350
120823-bin4|PROKKA_MOD_01846	PF00160
120823-bin4|PROKKA_MOD_01847	PF13350
120823-bin4|PROKKA_MOD_01848	PF04101
120823-bin4|PROKKA_MOD_01849	PF00067
120823-bin4|PROKKA_MOD_01853	PF00355
120823-bin4|PROKKA_MOD_01855	PF00583
120823-bin4|PROKKA_MOD_01857	PF03328
120823-bin4|PROKKA_MOD_01860	PF13561
120823-bin4|PROKKA_MOD_01861	PF07876
120823-bin4|PROKKA_MOD_01862	PF05721
120823-bin4|PROKKA_MOD_01864	PF00580
120823-bin4|PROKKA_MOD_01865	PF00580
120823-bin4|PROKKA_MOD_01866	PF01168
120823-bin4|PROKKA_MOD_01869	PF00557
120823-bin4|PROKKA_MOD_01870	PF01168
120823-bin4|PROKKA_MOD_01873	PF01996
120823-bin4|PROKKA_MOD_01876	PF01996
120823-bin4|PROKKA_MOD_01878	PF04234
120823-bin4|PROKKA_MOD_01879	PF13177
120823-bin4|PROKKA_MOD_01880	PF00596
120823-bin4|PROKKA_MOD_01882	PF00890
120823-bin4|PROKKA_MOD_01884	PF00005
120823-bin4|PROKKA_MOD_01888	PF00355
120823-bin4|PROKKA_MOD_01891	PF01370
120823-bin4|PROKKA_MOD_01900	PF00709
120823-bin4|PROKKA_MOD_01902	PF00107
120823-bin4|PROKKA_MOD_01904	PF00709
120823-bin4|PROKKA_MOD_01906	PF00107
120823-bin4|PROKKA_MOD_01909	PF00378
120823-bin4|PROKKA_MOD_01912	PF00441
120823-bin4|PROKKA_MOD_01915	PF07478
120823-bin4|PROKKA_MOD_01916	PF01225
120823-bin4|PROKKA_MOD_01917	PF07724
120823-bin4|PROKKA_MOD_01918	PF07724
120823-bin4|PROKKA_MOD_01922	PF03006
120823-bin4|PROKKA_MOD_01926	PF03591
120823-bin4|PROKKA_MOD_01929	PF00221
120823-bin4|PROKKA_MOD_01930	PF02080
120823-bin4|PROKKA_MOD_01934	PF02481
120823-bin4|PROKKA_MOD_01936	PF02481
120823-bin4|PROKKA_MOD_01939	PF00266
120823-bin4|PROKKA_MOD_01944	PF13742
120823-bin4|PROKKA_MOD_01947	PF01408
120823-bin4|PROKKA_MOD_01951	PF07690
120823-bin4|PROKKA_MOD_01954	PF00465
120823-bin4|PROKKA_MOD_01955	PF00487
120823-bin4|PROKKA_MOD_01963	PF13541
120823-bin4|PROKKA_MOD_01965	PF00574
120823-bin4|PROKKA_MOD_01967	PF13541
120823-bin4|PROKKA_MOD_01970	PF02567
120823-bin4|PROKKA_MOD_01976	PF03379
