120322-bin51|PROKKA_MOD_00001	COG0001
120823-bin87|PROKKA_MOD_00488	COG0779
120823-bin87|PROKKA_MOD_00489	COG3529
120823-bin87|PROKKA_MOD_00490	COG0169
120823-bin87|PROKKA_MOD_00491	COG0408
120823-bin87|PROKKA_MOD_00492	COG0009
120823-bin87|PROKKA_MOD_00493	COG0041
120823-bin87|PROKKA_MOD_00494	COG0242
120823-bin87|PROKKA_MOD_00495	COG0223
120823-bin87|PROKKA_MOD_00496	COG0569
120823-bin87|PROKKA_MOD_00497	COG0168
120823-bin87|PROKKA_MOD_00498	COG1560
120823-bin87|PROKKA_MOD_00499	COG0423
120823-bin87|PROKKA_MOD_00500	COG0204
120823-bin87|PROKKA_MOD_00501	COG0187
120823-bin87|PROKKA_MOD_00502	COG1195
120823-bin87|PROKKA_MOD_00503	COG0592
120823-bin87|PROKKA_MOD_00504	COG0593
120823-bin87|PROKKA_MOD_00505	COG0706
120823-bin87|PROKKA_MOD_00509	COG3104
120823-bin87|PROKKA_MOD_00510	COG0624
120823-bin87|PROKKA_MOD_00511	COG2171
120823-bin87|PROKKA_MOD_00512	COG2844
120823-bin87|PROKKA_MOD_00513	COG0024
120823-bin87|PROKKA_MOD_00514	COG0505
120823-bin87|PROKKA_MOD_00515	COG0458
120823-bin87|PROKKA_MOD_00516	COG0782
120823-bin87|PROKKA_MOD_00517	COG0293
120823-bin87|PROKKA_MOD_00518	COG0465
120823-bin87|PROKKA_MOD_00519	COG1109
120823-bin87|PROKKA_MOD_00520	COG0149
120823-bin87|PROKKA_MOD_00521	COG1314
120823-bin87|PROKKA_MOD_00523	COG2816
120823-bin87|PROKKA_MOD_00524	COG3067
120823-bin87|PROKKA_MOD_00525	COG0042
120823-bin87|PROKKA_MOD_00526	COG2853
120823-bin87|PROKKA_MOD_00527	COG0489
120823-bin87|PROKKA_MOD_00528	COG0143
120823-bin87|PROKKA_MOD_00529	COG0492
120823-bin87|PROKKA_MOD_00530	COG2878
120823-bin87|PROKKA_MOD_00531	COG0334
120823-bin87|PROKKA_MOD_00534	COG2193
120823-bin87|PROKKA_MOD_00535	COG0278
120823-bin87|PROKKA_MOD_00536	COG0854
120823-bin87|PROKKA_MOD_00539	COG1028
120823-bin87|PROKKA_MOD_00541	COG2070
120823-bin87|PROKKA_MOD_00544	COG1960
120823-bin87|PROKKA_MOD_00545	COG1611
120823-bin87|PROKKA_MOD_00546	COG0805
120823-bin87|PROKKA_MOD_00549	COG0661
120823-bin87|PROKKA_MOD_00551	COG2226
120823-bin87|PROKKA_MOD_00552	COG1162
120823-bin87|PROKKA_MOD_00553	COG1949
120823-bin87|PROKKA_MOD_00554	COG3540
120823-bin87|PROKKA_MOD_00555	COG4517
120823-bin87|PROKKA_MOD_00556	COG0621
120823-bin87|PROKKA_MOD_00557	COG1702
120823-bin87|PROKKA_MOD_00558	COG0319
120823-bin87|PROKKA_MOD_00559	COG4535
120823-bin87|PROKKA_MOD_00560	COG0815
120823-bin87|PROKKA_MOD_00562	COG1250
120823-bin87|PROKKA_MOD_00565	COG0078
120823-bin87|PROKKA_MOD_00566	COG0137
120823-bin87|PROKKA_MOD_00567	COG0624
120823-bin87|PROKKA_MOD_00568	COG0548
120823-bin87|PROKKA_MOD_00569	COG0002
120823-bin87|PROKKA_MOD_00570	COG0165
120823-bin87|PROKKA_MOD_00573	COG1629
120823-bin87|PROKKA_MOD_00575	COG0697
120823-bin87|PROKKA_MOD_00577	COG1359
120823-bin87|PROKKA_MOD_00583	COG0537
120823-bin87|PROKKA_MOD_00584	COG2025
120823-bin87|PROKKA_MOD_00585	COG1960
120823-bin87|PROKKA_MOD_00586	COG1960
120823-bin87|PROKKA_MOD_00587	COG0607
120823-bin87|PROKKA_MOD_00588	COG2265
120823-bin87|PROKKA_MOD_00589	COG0694
120823-bin87|PROKKA_MOD_00591	COG1197
120823-bin87|PROKKA_MOD_00592	COG1960
120823-bin87|PROKKA_MOD_00593	COG1960
120823-bin87|PROKKA_MOD_00594	COG0057
120823-bin87|PROKKA_MOD_00595	COG1726
120823-bin87|PROKKA_MOD_00596	COG1805
120823-bin87|PROKKA_MOD_00598	COG0048
120823-bin87|PROKKA_MOD_00599	COG0049
120823-bin87|PROKKA_MOD_00600	COG0480
120823-bin87|PROKKA_MOD_00601	COG0051
120823-bin87|PROKKA_MOD_00602	COG0087
120823-bin87|PROKKA_MOD_00603	COG0088
120823-bin87|PROKKA_MOD_00604	COG0089
120823-bin87|PROKKA_MOD_00605	COG0090
120823-bin87|PROKKA_MOD_00606	COG0185
120823-bin87|PROKKA_MOD_00607	COG0091
120823-bin87|PROKKA_MOD_00608	COG0092
120823-bin87|PROKKA_MOD_00609	COG0197
120823-bin87|PROKKA_MOD_00610	COG0255
120823-bin87|PROKKA_MOD_00611	COG0186
120823-bin87|PROKKA_MOD_00612	COG0093
120823-bin87|PROKKA_MOD_00613	COG0198
120823-bin87|PROKKA_MOD_00614	COG0094
120823-bin87|PROKKA_MOD_00615	COG0199
120823-bin87|PROKKA_MOD_00616	COG0096
120823-bin87|PROKKA_MOD_00617	COG0097
120823-bin87|PROKKA_MOD_00618	COG0256
120823-bin87|PROKKA_MOD_00619	COG0098
120823-bin87|PROKKA_MOD_00620	COG1841
120823-bin87|PROKKA_MOD_00621	COG0200
120823-bin87|PROKKA_MOD_00622	COG0201
120823-bin87|PROKKA_MOD_00623	COG0099
120823-bin87|PROKKA_MOD_00624	COG0100
120823-bin87|PROKKA_MOD_00625	COG0522
120823-bin87|PROKKA_MOD_00626	COG0202
120823-bin87|PROKKA_MOD_00628	COG4247
120823-bin87|PROKKA_MOD_00629	COG1028
120823-bin87|PROKKA_MOD_00630	COG1028
120823-bin87|PROKKA_MOD_00631	COG0318
120823-bin87|PROKKA_MOD_00632	COG1545
120823-bin87|PROKKA_MOD_00633	COG1545
120823-bin87|PROKKA_MOD_00634	COG0183
120823-bin87|PROKKA_MOD_00635	COG0183
120823-bin87|PROKKA_MOD_00636	COG1024
120823-bin87|PROKKA_MOD_00637	COG1024
120823-bin87|PROKKA_MOD_00638	COG0586
120823-bin87|PROKKA_MOD_00640	COG0537
120823-bin87|PROKKA_MOD_00642	COG0491
120823-bin87|PROKKA_MOD_00643	COG2270
120823-bin87|PROKKA_MOD_00646	COG2226
120823-bin87|PROKKA_MOD_00647	COG0584
120823-bin87|PROKKA_MOD_00649	COG0189
120823-bin87|PROKKA_MOD_00652	COG0393
120823-bin87|PROKKA_MOD_00653	COG3785
120823-bin87|PROKKA_MOD_00654	COG1167
120823-bin87|PROKKA_MOD_00655	COG1322
120823-bin87|PROKKA_MOD_00656	COG0672
120823-bin87|PROKKA_MOD_00657	COG0404
120823-bin87|PROKKA_MOD_00658	COG0509
120823-bin87|PROKKA_MOD_00659	COG1003
120823-bin87|PROKKA_MOD_00660	COG0560
120823-bin87|PROKKA_MOD_00661	COG0494
120823-bin87|PROKKA_MOD_00663	COG0682
120823-bin87|PROKKA_MOD_00664	COG0207
120823-bin87|PROKKA_MOD_00665	COG0262
120823-bin87|PROKKA_MOD_00667	COG0794
120823-bin87|PROKKA_MOD_00669	COG1137
120823-bin87|PROKKA_MOD_00670	COG1508
120823-bin87|PROKKA_MOD_00671	COG2239
120823-bin87|PROKKA_MOD_00673	COG2891
120823-bin87|PROKKA_MOD_00675	COG1077
120823-bin87|PROKKA_MOD_00676	COG0721
120823-bin87|PROKKA_MOD_00677	COG0154
120823-bin87|PROKKA_MOD_00678	COG0064
120823-bin87|PROKKA_MOD_00679	COG2030
120823-bin87|PROKKA_MOD_00681	COG1576
120823-bin87|PROKKA_MOD_00682	COG0799
120823-bin87|PROKKA_MOD_00684	COG2130
120823-bin87|PROKKA_MOD_00685	COG2802
120823-bin87|PROKKA_MOD_00686	COG0773
120823-bin87|PROKKA_MOD_00687	COG0205
120823-bin87|PROKKA_MOD_00688	COG5488
120823-bin87|PROKKA_MOD_00689	COG4992
120823-bin87|PROKKA_MOD_00690	COG0188
120823-bin87|PROKKA_MOD_00691	COG0187
120823-bin87|PROKKA_MOD_00692	COG1538
120823-bin87|PROKKA_MOD_00693	COG0596
120823-bin87|PROKKA_MOD_00694	COG2211
120823-bin87|PROKKA_MOD_00695	COG0667
120823-bin87|PROKKA_MOD_00696	COG1472
120823-bin87|PROKKA_MOD_00697	COG2141
120823-bin87|PROKKA_MOD_00699	COG0583
120823-bin87|PROKKA_MOD_00700	COG0376
120823-bin87|PROKKA_MOD_00702	COG0669
120823-bin87|PROKKA_MOD_00703	COG0266
120823-bin87|PROKKA_MOD_00704	COG0287
120823-bin87|PROKKA_MOD_00705	COG0128
120823-bin87|PROKKA_MOD_00706	COG0283
120823-bin87|PROKKA_MOD_00707	COG0539
120823-bin87|PROKKA_MOD_00708	COG0259
120823-bin87|PROKKA_MOD_00709	COG0290
120823-bin87|PROKKA_MOD_00710	COG0291
120823-bin87|PROKKA_MOD_00711	COG0292
120823-bin87|PROKKA_MOD_00712	COG0016
120823-bin87|PROKKA_MOD_00713	COG0072
120823-bin87|PROKKA_MOD_00714	COG0776
120823-bin87|PROKKA_MOD_00715	COG0776
120823-bin87|PROKKA_MOD_00716	COG0284
120823-bin87|PROKKA_MOD_00717	COG0166
120823-bin87|PROKKA_MOD_00718	COG0322
120823-bin87|PROKKA_MOD_00719	COG2854
120823-bin87|PROKKA_MOD_00720	COG5007
120823-bin87|PROKKA_MOD_00721	COG0766
120823-bin87|PROKKA_MOD_00722	COG0265
120823-bin87|PROKKA_MOD_00723	COG1485
120823-bin87|PROKKA_MOD_00724	COG0102
120823-bin87|PROKKA_MOD_00725	COG0103
120823-bin87|PROKKA_MOD_00726	COG0723
120823-bin87|PROKKA_MOD_00727	COG1290
120823-bin87|PROKKA_MOD_00728	COG2857
120823-bin87|PROKKA_MOD_00729	COG0625
120823-bin87|PROKKA_MOD_00731	COG0313
120823-bin87|PROKKA_MOD_00732	COG2001
120823-bin87|PROKKA_MOD_00733	COG0206
120823-bin87|PROKKA_MOD_00734	COG0275
120823-bin87|PROKKA_MOD_00735	COG4628
120823-bin87|PROKKA_MOD_00736	COG0565
120823-bin87|PROKKA_MOD_00737	COG0483
120823-bin87|PROKKA_MOD_00738	COG0341
120823-bin87|PROKKA_MOD_00739	COG0342
120823-bin87|PROKKA_MOD_00740	COG1862
120823-bin87|PROKKA_MOD_00741	COG0343
120823-bin87|PROKKA_MOD_00742	COG0809
120823-bin87|PROKKA_MOD_00744	COG0263
120823-bin87|PROKKA_MOD_00745	COG0014
120823-bin87|PROKKA_MOD_00747	COG1968
120823-bin87|PROKKA_MOD_00748	COG1214
120823-bin87|PROKKA_MOD_00749	COG0563
120823-bin87|PROKKA_MOD_00750	COG0736
120823-bin87|PROKKA_MOD_00751	COG0842
120823-bin87|PROKKA_MOD_00752	COG1131
120823-bin87|PROKKA_MOD_00754	COG3825
120823-bin87|PROKKA_MOD_00755	COG0714
120823-bin87|PROKKA_MOD_00757	COG0084
120823-bin87|PROKKA_MOD_00758	COG1804
120823-bin87|PROKKA_MOD_00759	COG1033
120823-bin87|PROKKA_MOD_00760	COG0271
120823-bin87|PROKKA_MOD_00761	COG0350
120823-bin87|PROKKA_MOD_00766	COG0449
120823-bin87|PROKKA_MOD_00767	COG1207
120823-bin87|PROKKA_MOD_00768	COG0355
120823-bin87|PROKKA_MOD_00769	COG0055
120823-bin87|PROKKA_MOD_00770	COG0224
120823-bin87|PROKKA_MOD_00771	COG0056
120823-bin87|PROKKA_MOD_00772	COG0712
120823-bin87|PROKKA_MOD_00773	COG0711
120823-bin87|PROKKA_MOD_00774	COG0636
120823-bin87|PROKKA_MOD_00775	COG0356
120823-bin87|PROKKA_MOD_00777	COG1475
120823-bin87|PROKKA_MOD_00779	COG1028
120823-bin87|PROKKA_MOD_00780	COG0530
120823-bin87|PROKKA_MOD_00783	COG0775
120823-bin87|PROKKA_MOD_00784	COG4993
120823-bin87|PROKKA_MOD_00788	COG1629
120823-bin87|PROKKA_MOD_00791	COG2086
120823-bin87|PROKKA_MOD_00792	COG0644
120823-bin87|PROKKA_MOD_00793	COG4805
120823-bin87|PROKKA_MOD_00794	COG3816
120823-bin87|PROKKA_MOD_00795	COG1280
120823-bin87|PROKKA_MOD_00796	COG0812
120823-bin87|PROKKA_MOD_00797	COG1212
120823-bin87|PROKKA_MOD_00798	COG2835
120823-bin87|PROKKA_MOD_00799	COG1132
120823-bin87|PROKKA_MOD_00801	COG0811
120823-bin87|PROKKA_MOD_00802	COG1136
120823-bin87|PROKKA_MOD_00805	COG0590
120823-bin87|PROKKA_MOD_00806	COG0720
120823-bin87|PROKKA_MOD_00807	COG0708
120823-bin87|PROKKA_MOD_00808	COG0793
120823-bin87|PROKKA_MOD_00809	COG3917
120823-bin87|PROKKA_MOD_00811	COG2070
120823-bin87|PROKKA_MOD_00812	COG2141
120823-bin87|PROKKA_MOD_00813	COG1472
120823-bin87|PROKKA_MOD_00814	COG0684
120823-bin87|PROKKA_MOD_00815	COG0204
120823-bin87|PROKKA_MOD_00816	COG3956
120823-bin87|PROKKA_MOD_00817	COG1960
120823-bin87|PROKKA_MOD_00818	COG0473
120823-bin87|PROKKA_MOD_00819	COG0066
120823-bin87|PROKKA_MOD_00820	COG0065
120823-bin87|PROKKA_MOD_00821	COG0082
120823-bin87|PROKKA_MOD_00822	COG1028
120823-bin87|PROKKA_MOD_00823	COG2366
120823-bin87|PROKKA_MOD_00824	COG2079
120823-bin87|PROKKA_MOD_00825	COG0372
120823-bin87|PROKKA_MOD_00826	COG2513
120823-bin87|PROKKA_MOD_00827	COG1636
120823-bin87|PROKKA_MOD_00830	COG0209
120823-bin87|PROKKA_MOD_00831	COG0208
120823-bin87|PROKKA_MOD_00835	COG2081
120823-bin87|PROKKA_MOD_00836	COG0625
120823-bin87|PROKKA_MOD_00837	COG1028
120823-bin87|PROKKA_MOD_00838	COG0446
120823-bin87|PROKKA_MOD_00841	COG0237
120823-bin87|PROKKA_MOD_00842	COG3024
120823-bin87|PROKKA_MOD_00843	COG0653
120823-bin87|PROKKA_MOD_00844	COG0774
120823-bin87|PROKKA_MOD_00845	COG0566
120823-bin87|PROKKA_MOD_00849	COG0225
120823-bin87|PROKKA_MOD_00850	COG0340
120823-bin87|PROKKA_MOD_00852	COG0050
120823-bin87|PROKKA_MOD_00853	COG0690
120823-bin87|PROKKA_MOD_00854	COG0250
120823-bin87|PROKKA_MOD_00855	COG0080
120823-bin87|PROKKA_MOD_00856	COG0081
120823-bin87|PROKKA_MOD_00857	COG0244
120823-bin87|PROKKA_MOD_00858	COG0222
120823-bin87|PROKKA_MOD_00864	COG3156
120823-bin87|PROKKA_MOD_00868	COG2165
120823-bin87|PROKKA_MOD_00869	COG1459
120823-bin87|PROKKA_MOD_00870	COG2804
120823-bin87|PROKKA_MOD_00871	COG1450
120823-bin87|PROKKA_MOD_00874	COG0318
120823-bin87|PROKKA_MOD_00875	COG0183
120823-bin87|PROKKA_MOD_00876	COG2070
120823-bin87|PROKKA_MOD_00877	COG3670
120823-bin87|PROKKA_MOD_00878	COG0183
120823-bin87|PROKKA_MOD_00880	COG1629
120823-bin87|PROKKA_MOD_00881	COG1960
120823-bin87|PROKKA_MOD_00882	COG1960
120823-bin87|PROKKA_MOD_00883	COG0177
120823-bin87|PROKKA_MOD_00884	COG0112
120823-bin87|PROKKA_MOD_00885	COG1327
120823-bin87|PROKKA_MOD_00886	COG0117
120823-bin87|PROKKA_MOD_00887	COG0108
120823-bin87|PROKKA_MOD_00888	COG0054
120823-bin87|PROKKA_MOD_00889	COG0781
120823-bin87|PROKKA_MOD_00891	COG0104
120823-bin87|PROKKA_MOD_00892	COG1960
120823-bin87|PROKKA_MOD_00894	COG1136
120823-bin87|PROKKA_MOD_00895	COG0845
120823-bin87|PROKKA_MOD_00896	COG0577
120823-bin87|PROKKA_MOD_00897	COG0438
120823-bin87|PROKKA_MOD_00898	COG0438
120823-bin87|PROKKA_MOD_00899	COG3660
120823-bin87|PROKKA_MOD_00901	COG1989
120823-bin87|PROKKA_MOD_00902	COG0405
120823-bin87|PROKKA_MOD_00903	COG0138
120823-bin87|PROKKA_MOD_00904	COG2901
120823-bin87|PROKKA_MOD_00905	COG0406
120823-bin87|PROKKA_MOD_00906	COG1385
120823-bin87|PROKKA_MOD_00907	COG0189
120823-bin87|PROKKA_MOD_00909	COG0816
120823-bin87|PROKKA_MOD_00910	COG0358
120823-bin87|PROKKA_MOD_00911	COG0568
120823-bin87|PROKKA_MOD_00912	COG3268
120823-bin87|PROKKA_MOD_00915	COG0268
120823-bin87|PROKKA_MOD_00916	COG0536
120823-bin87|PROKKA_MOD_00917	COG0211
120823-bin87|PROKKA_MOD_00918	COG0261
120823-bin87|PROKKA_MOD_00919	COG0142
120823-bin87|PROKKA_MOD_00920	COG0764
120823-bin87|PROKKA_MOD_00921	COG0304
120823-bin87|PROKKA_MOD_00922	COG5331
120823-bin87|PROKKA_MOD_00923	COG0073
120823-bin87|PROKKA_MOD_00924	COG1024
120823-bin87|PROKKA_MOD_00925	COG0629
120823-bin87|PROKKA_MOD_00926	COG0178
120823-bin87|PROKKA_MOD_00927	COG0203
120823-bin87|PROKKA_MOD_00929	COG4667
120823-bin87|PROKKA_MOD_00930	COG0119
120823-bin87|PROKKA_MOD_00931	COG1804
120823-bin87|PROKKA_MOD_00932	COG1629
120823-bin87|PROKKA_MOD_00933	COG0145
120823-bin87|PROKKA_MOD_00934	COG0146
120823-bin87|PROKKA_MOD_00935	COG1335
120823-bin87|PROKKA_MOD_00936	COG0596
120823-bin87|PROKKA_MOD_00937	COG3268
120823-bin87|PROKKA_MOD_00938	COG0318
120823-bin87|PROKKA_MOD_00939	COG3724
120823-bin87|PROKKA_MOD_00940	COG1012
120823-bin87|PROKKA_MOD_00941	COG3138
120823-bin87|PROKKA_MOD_00942	COG2141
120823-bin87|PROKKA_MOD_00946	COG1028
120823-bin87|PROKKA_MOD_00947	COG0604
120823-bin87|PROKKA_MOD_00949	COG0492
120823-bin87|PROKKA_MOD_00950	COG1674
120823-bin87|PROKKA_MOD_00952	COG0239
120823-bin87|PROKKA_MOD_00953	COG0172
120823-bin87|PROKKA_MOD_00957	COG0596
120823-bin87|PROKKA_MOD_00958	COG2272
120823-bin87|PROKKA_MOD_00959	COG0604
120823-bin87|PROKKA_MOD_00960	COG1028
120823-bin87|PROKKA_MOD_00961	COG1250
120823-bin87|PROKKA_MOD_00963	COG2211
120823-bin87|PROKKA_MOD_00965	COG0841
120823-bin87|PROKKA_MOD_00968	COG1680
120823-bin87|PROKKA_MOD_00969	COG4105
120823-bin87|PROKKA_MOD_00970	COG0564
120823-bin87|PROKKA_MOD_00971	COG0028
120823-bin87|PROKKA_MOD_00972	COG0440
120823-bin87|PROKKA_MOD_00973	COG0059
120823-bin87|PROKKA_MOD_00974	COG1381
120823-bin87|PROKKA_MOD_00975	COG1159
120823-bin87|PROKKA_MOD_00976	COG0571
120823-bin87|PROKKA_MOD_00977	COG0681
120823-bin87|PROKKA_MOD_00978	COG0481
120823-bin87|PROKKA_MOD_00979	COG0265
120823-bin87|PROKKA_MOD_00981	COG1595
120823-bin87|PROKKA_MOD_00982	COG2938
120823-bin87|PROKKA_MOD_00983	COG0354
120823-bin87|PROKKA_MOD_00984	COG0692
120823-bin87|PROKKA_MOD_00986	COG0019
120823-bin87|PROKKA_MOD_00987	COG0499
120823-bin87|PROKKA_MOD_00988	COG0192
120823-bin87|PROKKA_MOD_00989	COG0685
120823-bin87|PROKKA_MOD_00990	COG0021
120823-bin87|PROKKA_MOD_00991	COG0126
120823-bin87|PROKKA_MOD_00992	COG3588
120823-bin87|PROKKA_MOD_00993	COG0604
120823-bin87|PROKKA_MOD_00994	COG2918
120823-bin87|PROKKA_MOD_00995	COG1866
120823-bin87|PROKKA_MOD_00996	COG1495
120823-bin87|PROKKA_MOD_00997	COG0749
120823-bin87|PROKKA_MOD_00999	COG0218
120823-bin87|PROKKA_MOD_01000	COG2863
120823-bin87|PROKKA_MOD_01005	COG1937
120823-bin87|PROKKA_MOD_01007	COG4798
120823-bin87|PROKKA_MOD_01008	COG2259
120823-bin87|PROKKA_MOD_01012	COG3621
120823-bin87|PROKKA_MOD_01014	COG1680
120823-bin87|PROKKA_MOD_01015	COG4221
120823-bin87|PROKKA_MOD_01017	COG2133
120823-bin87|PROKKA_MOD_01018	COG0673
120823-bin87|PROKKA_MOD_01019	COG0279
120823-bin87|PROKKA_MOD_01020	COG0483
120823-bin87|PROKKA_MOD_01021	COG0111
120823-bin87|PROKKA_MOD_01022	COG3836
120823-bin87|PROKKA_MOD_01023	COG1212
120823-bin87|PROKKA_MOD_01024	COG3660
120823-bin87|PROKKA_MOD_01025	COG0415
120823-bin87|PROKKA_MOD_01026	COG5016
120823-bin87|PROKKA_MOD_01027	COG1883
120823-bin87|PROKKA_MOD_01029	COG0004
120823-bin87|PROKKA_MOD_01030	COG0347
120823-bin87|PROKKA_MOD_01031	COG0004
120823-bin87|PROKKA_MOD_01032	COG0347
120823-bin87|PROKKA_MOD_01035	COG0336
120823-bin87|PROKKA_MOD_01036	COG0335
120823-bin87|PROKKA_MOD_01037	COG4974
120823-bin87|PROKKA_MOD_01038	COG1651
120823-bin87|PROKKA_MOD_01039	COG0460
120823-bin87|PROKKA_MOD_01040	COG0498
120823-bin87|PROKKA_MOD_01041	COG1186
120823-bin87|PROKKA_MOD_01044	COG4221
120823-bin87|PROKKA_MOD_01046	COG3340
120823-bin87|PROKKA_MOD_01048	COG4341
120823-bin87|PROKKA_MOD_01051	COG0624
120823-bin87|PROKKA_MOD_01052	COG2855
120823-bin87|PROKKA_MOD_01053	COG1217
120823-bin87|PROKKA_MOD_01054	COG0513
120823-bin87|PROKKA_MOD_01055	COG2128
120823-bin87|PROKKA_MOD_01056	COG0626
120823-bin87|PROKKA_MOD_01057	COG0189
120823-bin87|PROKKA_MOD_01060	COG0668
120823-bin87|PROKKA_MOD_01061	COG0471
120823-bin87|PROKKA_MOD_01062	COG2925
120823-bin87|PROKKA_MOD_01063	COG1960
120823-bin87|PROKKA_MOD_01064	COG0583
120823-bin87|PROKKA_MOD_01068	COG2165
120823-bin87|PROKKA_MOD_01069	COG1459
120823-bin87|PROKKA_MOD_01070	COG2804
120823-bin87|PROKKA_MOD_01071	COG1450
120823-bin87|PROKKA_MOD_01075	COG2072
120823-bin87|PROKKA_MOD_01076	COG2072
120823-bin87|PROKKA_MOD_01077	COG2234
120823-bin87|PROKKA_MOD_01078	COG0612
120823-bin87|PROKKA_MOD_01079	COG0304
120823-bin87|PROKKA_MOD_01080	COG0236
120823-bin87|PROKKA_MOD_01081	COG1028
120823-bin87|PROKKA_MOD_01082	COG0331
120823-bin87|PROKKA_MOD_01083	COG0333
120823-bin87|PROKKA_MOD_01084	COG0564
120823-bin87|PROKKA_MOD_01085	COG1530
120823-bin87|PROKKA_MOD_01086	COG3000
120823-bin87|PROKKA_MOD_01087	COG1063
120823-bin87|PROKKA_MOD_01089	COG1028
120823-bin87|PROKKA_MOD_01091	COG2273
120823-bin87|PROKKA_MOD_01092	COG0180
120823-bin87|PROKKA_MOD_01094	COG0276
120823-bin87|PROKKA_MOD_01095	COG1028
120823-bin87|PROKKA_MOD_01096	COG1012
120823-bin87|PROKKA_MOD_01098	COG0086
120823-bin87|PROKKA_MOD_01101	COG0321
120823-bin87|PROKKA_MOD_01102	COG4663
120823-bin87|PROKKA_MOD_01103	COG0210
120823-bin87|PROKKA_MOD_01104	COG1737
120823-bin87|PROKKA_MOD_01109	COG2072
120823-bin87|PROKKA_MOD_01111	COG3046
120823-bin87|PROKKA_MOD_01114	COG2175
120823-bin87|PROKKA_MOD_01115	COG1131
120823-bin87|PROKKA_MOD_01116	COG0842
120823-bin87|PROKKA_MOD_01121	COG1506
120823-bin87|PROKKA_MOD_01125	COG0739
120823-bin87|PROKKA_MOD_01126	COG0179
120823-bin87|PROKKA_MOD_01127	COG0162
120823-bin87|PROKKA_MOD_01132	COG1845
120823-bin87|PROKKA_MOD_01134	COG3346
120823-bin87|PROKKA_MOD_01136	COG1612
120823-bin87|PROKKA_MOD_01137	COG0109
120823-bin87|PROKKA_MOD_01138	COG1999
120823-bin87|PROKKA_MOD_01139	COG2365
120823-bin87|PROKKA_MOD_01141	COG0469
120823-bin87|PROKKA_MOD_01142	COG0364
120823-bin87|PROKKA_MOD_01143	COG0129
120823-bin87|PROKKA_MOD_01144	COG0800
120823-bin87|PROKKA_MOD_01145	COG1611
120823-bin87|PROKKA_MOD_01148	COG0686
120823-bin87|PROKKA_MOD_01149	COG1902
120823-bin87|PROKKA_MOD_01151	COG0363
120823-bin87|PROKKA_MOD_01152	COG0837
120823-bin87|PROKKA_MOD_01153	COG4146
120823-bin87|PROKKA_MOD_01154	COG1609
120823-bin87|PROKKA_MOD_01157	COG1920
120823-bin87|PROKKA_MOD_01158	COG0391
120823-bin87|PROKKA_MOD_01159	COG1478
120823-bin87|PROKKA_MOD_01160	COG2085
120823-bin87|PROKKA_MOD_01161	COG1028
120823-bin87|PROKKA_MOD_01165	COG0288
120823-bin87|PROKKA_MOD_01167	COG3047
120823-bin87|PROKKA_MOD_01168	COG0031
120823-bin87|PROKKA_MOD_01169	COG1045
120823-bin87|PROKKA_MOD_01170	COG0450
120823-bin87|PROKKA_MOD_01171	COG1733
120823-bin87|PROKKA_MOD_01172	COG0212
120823-bin87|PROKKA_MOD_01173	COG4206
120823-bin87|PROKKA_MOD_01174	COG1410
120823-bin87|PROKKA_MOD_01175	COG0542
120823-bin87|PROKKA_MOD_01176	COG2127
120823-bin87|PROKKA_MOD_01177	COG0538
120823-bin87|PROKKA_MOD_01178	COG0482
120823-bin87|PROKKA_MOD_01179	COG0015
120823-bin87|PROKKA_MOD_01181	COG1210
120823-bin87|PROKKA_MOD_01182	COG0705
120823-bin87|PROKKA_MOD_01183	COG0061
120823-bin87|PROKKA_MOD_01184	COG0846
120823-bin87|PROKKA_MOD_01185	COG1064
120823-bin87|PROKKA_MOD_01192	COG2871
120823-bin87|PROKKA_MOD_01193	COG1477
120823-bin87|PROKKA_MOD_01194	COG2991
120823-bin87|PROKKA_MOD_01195	COG2224
120823-bin87|PROKKA_MOD_01198	COG3173
120823-bin87|PROKKA_MOD_01202	COG0466
120823-bin87|PROKKA_MOD_01203	COG0776
120823-bin87|PROKKA_MOD_01205	COG2225
120823-bin87|PROKKA_MOD_01206	COG5470
120823-bin87|PROKKA_MOD_01207	COG0624
120823-bin87|PROKKA_MOD_01211	COG3565
120823-bin87|PROKKA_MOD_01212	COG4805
120823-bin87|PROKKA_MOD_01218	COG1914
120823-bin87|PROKKA_MOD_01219	COG0688
120823-bin87|PROKKA_MOD_01220	COG1183
120823-bin87|PROKKA_MOD_01224	COG3000
120823-bin87|PROKKA_MOD_01225	COG2050
120823-bin87|PROKKA_MOD_01226	COG0488
120823-bin87|PROKKA_MOD_01227	COG0596
120823-bin87|PROKKA_MOD_01228	COG0525
120823-bin87|PROKKA_MOD_01229	COG4799
120823-bin87|PROKKA_MOD_01230	COG4770
120823-bin87|PROKKA_MOD_01233	COG3476
120823-bin87|PROKKA_MOD_01234	COG0332
120823-bin87|PROKKA_MOD_01235	COG2267
120823-bin87|PROKKA_MOD_01237	COG1629
120823-bin87|PROKKA_MOD_01239	COG0703
120823-bin87|PROKKA_MOD_01240	COG4772
120823-bin87|PROKKA_MOD_01241	COG2259
120823-bin87|PROKKA_MOD_01242	COG0508
120823-bin87|PROKKA_MOD_01243	COG2609
120823-bin87|PROKKA_MOD_01245	COG0141
120823-bin87|PROKKA_MOD_01246	COG0040
120823-bin87|PROKKA_MOD_01247	COG4496
120823-bin87|PROKKA_MOD_01248	COG0678
120823-bin87|PROKKA_MOD_01250	COG1004
